Date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2,isin_ozone_for_home_team,isin_ozone_for_away_team,zone_entry_success,Position,is_forward,Entry_Type,Game,Dumped,Played,Carried,Y_coordinate_centered,us_powerplay,canada_powerplay
2023-12-14,Women - Canada,Women - United States,3,12:13,5,5,2,2,Women - United States,Savannah Harmon,Zone Entry,125,81,Dumped,,,,Ashton Bell,,,False,True,False,D,False,Dumped,2023-12-14,True,False,False,38.5,0,0
2023-12-14,Women - Canada,Women - United States,3,12:11,5,5,2,2,Women - Canada,Laura Stacey,Zone Entry,125,3,Dumped,,,,Megan Keller,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,3,11:47,5,5,2,2,Women - United States,Hayley Scamurra,Zone Entry,125,48,Dumped,,,,Sophie Jaques,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,5.5,0,0
2023-12-14,Women - Canada,Women - United States,3,11:32,5,5,2,2,Women - Canada,Sophie Jaques,Zone Entry,125,1,Dumped,,,,Haley Winn,,,True,False,True,D,False,Dumped,2023-12-14,True,False,False,-41.5,0,0
2023-12-14,Women - Canada,Women - United States,3,10:58,5,5,2,2,Women - Canada,Sarah Nurse,Zone Entry,124,6,Carried,,,,Caroline Harvey,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,-36.5,0,0
2023-12-14,Women - Canada,Women - United States,3,10:02,5,4,2,2,Women - Canada,Laura Stacey,Zone Entry,124,10,Played,,,,Rory Guilday,,,True,False,True,F,True,Played,2023-12-14,False,True,False,-32.5,0,1
2023-12-14,Women - Canada,Women - United States,3,8:47,5,5,2,2,Women - Canada,Loren Gabel,Zone Entry,124,83,Carried,,,,Anna Wilgren,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,40.5,0,0
2023-12-14,Women - Canada,Women - United States,3,8:37,5,5,2,2,Women - United States,Tessa Janecke,Zone Entry,126,78,Carried,,,,Ashton Bell,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,35.5,0,0
2023-12-14,Women - Canada,Women - United States,3,7:56,5,5,2,2,Women - Canada,Anne Cherkowski,Zone Entry,124,82,Carried,,,,Megan Keller,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,39.5,0,0
2023-12-14,Women - Canada,Women - United States,3,7:42,5,5,2,2,Women - United States,Abby Roque,Zone Entry,125,35,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-7.5,0,0
2023-12-14,Women - Canada,Women - United States,3,7:13,5,5,2,2,Women - Canada,Ella Shelton,Zone Entry,124,71,Carried,,,,Caroline Harvey,,,True,False,False,D,False,Carried,2023-12-14,False,False,True,28.5,0,0
2023-12-14,Women - Canada,Women - United States,3,6:36,5,5,2,2,Women - Canada,Brianne Jenner,Zone Entry,125,26,Carried,,,,Cayla Barnes,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,-16.5,0,0
2023-12-14,Women - Canada,Women - United States,3,6:09,5,5,2,2,Women - United States,Taylor Heise,Zone Entry,126,4,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-38.5,0,0
2023-12-14,Women - Canada,Women - United States,3,5:57,5,5,2,2,Women - Canada,Renata Fast,Zone Entry,125,32,Carried,,,,Caroline Harvey,,,True,False,False,D,False,Carried,2023-12-14,False,False,True,-10.5,0,0
2023-12-14,Women - Canada,Women - United States,3,5:42,5,5,2,2,Women - Canada,Brianne Jenner,Zone Entry,124,5,Carried,,,,Haley Winn,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,-37.5,0,0
2023-12-14,Women - Canada,Women - United States,3,5:30,5,5,2,2,Women - United States,Tessa Janecke,Zone Entry,124,80,Dumped,,,,Ella Shelton,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,37.5,0,0
2023-12-14,Women - Canada,Women - United States,3,3:50,5,5,2,2,Women - Canada,Ashton Bell,Zone Entry,125,64,Dumped,,,,Haley Winn,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,21.5,0,0
2023-12-14,Women - Canada,Women - United States,3,3:33,5,5,2,2,Women - United States,Hayley Scamurra,Zone Entry,126,2,Dumped,,,,Ashton Bell,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-40.5,0,0
2023-12-14,Women - Canada,Women - United States,3,2:57,5,5,2,2,Women - United States,Hilary Knight,Zone Entry,125,3,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,3,2:31,5,5,2,2,Women - United States,Caroline Harvey,Zone Entry,125,78,Carried,,,,Ella Shelton,,,False,True,True,D,False,Carried,2023-12-14,False,False,True,35.5,0,0
2023-12-14,Women - Canada,Women - United States,3,1:58,5,5,2,2,Women - Canada,Ashton Bell,Zone Entry,125,3,Dumped,,,,Caroline Harvey,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,3,1:36,5,5,2,2,Women - United States,Alex Carpenter,Zone Entry,125,50,Carried,,,,Jocelyne Larocque,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,7.5,0,0
2023-12-14,Women - Canada,Women - United States,3,1:20,5,5,2,2,Women - Canada,Anne Cherkowski,Zone Entry,125,82,Dumped,,,,Savannah Harmon,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,39.5,0,0
2023-12-14,Women - Canada,Women - United States,3,0:49,5,5,2,2,Women - United States,Abby Roque,Zone Entry,125,4,Carried,,,,Ella Shelton,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,-38.5,0,0
2023-12-14,Women - Canada,Women - United States,3,0:41,5,5,2,2,Women - Canada,Emily Clark,Zone Entry,124,25,Dumped,,,,Cayla Barnes,,,True,False,True,F,True,Dumped,2023-12-14,True,False,False,-17.5,0,0
2023-12-16,Women - Canada,Women - United States,1,19:37,5,5,0,0,Women - Canada,Renata Fast,Zone Entry,125,82,Dumped,,,,Megan Keller,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,39.5,0,0
2023-12-16,Women - Canada,Women - United States,1,18:52,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,125,15,Played,,,,Ashton Bell,,,False,True,False,F,True,Played,2023-12-16,False,True,False,-27.5,0,0
2023-12-16,Women - Canada,Women - United States,1,18:43,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,125,7,Carried,,,,Cayla Barnes,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,-35.5,0,0
2023-12-16,Women - Canada,Women - United States,1,18:12,5,5,0,0,Women - United States,Hannah Bilka,Zone Entry,125,42,Dumped,,,,Jamie Bourbonnais,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,-0.5,0,0
2023-12-16,Women - Canada,Women - United States,1,17:49,5,5,0,0,Women - United States,Hannah Bilka,Zone Entry,125,4,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,-38.5,0,0
2023-12-16,Women - Canada,Women - United States,1,17:45,5,5,0,0,Women - Canada,Marie-Philip Poulin,Zone Entry,125,83,Dumped,,,,Rory Guilday,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,40.5,0,0
2023-12-16,Women - Canada,Women - United States,1,17:32,5,5,0,0,Women - United States,Alex Carpenter,Zone Entry,124,84,Dumped,,,,Ella Shelton,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,16:35,5,5,0,0,Women - United States,Taylor Heise,Zone Entry,124,5,Carried,,,,Nicole Gosling,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,-37.5,0,0
2023-12-16,Women - Canada,Women - United States,1,16:16,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,125,59,Carried,,,,Caroline Harvey,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,16.5,0,0
2023-12-16,Women - Canada,Women - United States,1,15:41,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,125,4,Played,,,,Renata Fast,,,False,True,False,F,True,Played,2023-12-16,False,True,False,-38.5,0,0
2023-12-16,Women - Canada,Women - United States,1,15:30,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,126,60,Carried,,,,Rory Guilday,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,17.5,0,0
2023-12-16,Women - Canada,Women - United States,1,14:43,5,5,0,0,Women - United States,Britta Curl,Zone Entry,125,16,Carried,,,,Ella Shelton,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-26.5,0,0
2023-12-16,Women - Canada,Women - United States,1,14:32,5,5,0,0,Women - Canada,Blayre Turnbull,Zone Entry,125,82,Played,,,,Allyson Simpson,,,True,False,False,F,True,Played,2023-12-16,False,True,False,39.5,0,0
2023-12-16,Women - Canada,Women - United States,1,14:29,5,5,0,0,Women - United States,Hayley Scamurra,Zone Entry,124,61,Dumped,,,,Jocelyne Larocque,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,18.5,0,0
2023-12-16,Women - Canada,Women - United States,1,14:13,5,5,0,0,Women - Canada,Sophie Jaques,Zone Entry,126,82,Dumped,,,,Cayla Barnes,,,True,False,True,D,False,Dumped,2023-12-16,True,False,False,39.5,0,0
2023-12-16,Women - Canada,Women - United States,1,13:22,5,5,0,0,Women - United States,Tessa Janecke,Zone Entry,124,57,Carried,,,,Jocelyne Larocque,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,14.5,0,0
2023-12-16,Women - Canada,Women - United States,1,12:45,5,5,0,0,Women - Canada,Anne Cherkowski,Zone Entry,126,82,Dumped,,,,Rory Guilday,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,39.5,0,0
2023-12-16,Women - Canada,Women - United States,1,12:30,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,124,1,Carried,,,,Ashton Bell,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,12:02,5,5,0,0,Women - United States,Taylor Heise,Zone Entry,125,79,Dumped,,,,Nicole Gosling,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,36.5,0,0
2023-12-16,Women - Canada,Women - United States,1,11:50,5,5,0,0,Women - United States,Hannah Bilka,Zone Entry,125,4,Carried,,,,Jamie Bourbonnais,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-38.5,0,0
2023-12-16,Women - Canada,Women - United States,1,11:23,5,5,0,0,Women - Canada,Brianne Jenner,Zone Entry,126,9,Carried,,,,Megan Keller,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,-33.5,0,0
2023-12-16,Women - Canada,Women - United States,1,10:52,5,5,0,0,Women - United States,Hayley Scamurra,Zone Entry,125,83,Carried,,,,Sophie Jaques,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,40.5,0,0
2023-12-16,Women - Canada,Women - United States,1,10:38,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,126,1,Carried,,,,Savannah Harmon,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,10:05,5,5,0,0,Women - Canada,Ella Shelton,Zone Entry,125,1,Dumped,,,,Haley Winn,,,True,False,True,D,False,Dumped,2023-12-16,True,False,False,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,9:34,5,5,0,0,Women - Canada,Ashton Bell,Zone Entry,125,1,Dumped,,,,Cayla Barnes,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,9:25,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,125,83,Played,,,,Renata Fast,,,False,True,True,F,True,Played,2023-12-16,False,True,False,40.5,0,0
2023-12-16,Women - Canada,Women - United States,1,9:03,5,5,0,0,Women - Canada,Julia Gosling,Zone Entry,125,4,Dumped,,,,Cayla Barnes,,,True,False,True,F,True,Dumped,2023-12-16,True,False,False,-38.5,0,0
2023-12-16,Women - Canada,Women - United States,1,8:31,5,5,0,0,Women - United States,Allyson Simpson,Zone Entry,125,65,Dumped,,,,Nicole Gosling,,,False,True,False,D,False,Dumped,2023-12-16,True,False,False,22.5,0,0
2023-12-16,Women - Canada,Women - United States,1,8:11,5,5,0,0,Women - United States,Kirsten Simms,Zone Entry,123,84,Dumped,,,,Nicole Gosling,,,False,True,True,F,True,Dumped,2023-12-16,True,False,False,41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,7:36,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,125,83,Dumped,,,,Savannah Harmon,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,40.5,0,0
2023-12-16,Women - Canada,Women - United States,1,6:45,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,126,42,Carried,,,,Ella Shelton,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,-0.5,0,0
2023-12-16,Women - Canada,Women - United States,1,6:36,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,125,77,Carried,,,,Rory Guilday,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,34.5,0,0
2023-12-16,Women - Canada,Women - United States,1,6:25,5,5,0,0,Women - Canada,Julia Gosling,Zone Entry,126,17,Carried,,,,Haley Winn,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,-25.5,0,0
2023-12-16,Women - Canada,Women - United States,1,6:09,5,5,0,0,Women - Canada,Jocelyne Larocque,Zone Entry,125,4,Dumped,,,,Haley Winn,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,-38.5,0,0
2023-12-16,Women - Canada,Women - United States,1,5:59,5,5,0,0,Women - United States,Abby Roque,Zone Entry,124,10,Played,,,,Jocelyne Larocque,,,False,True,True,F,True,Played,2023-12-16,False,True,False,-32.5,0,0
2023-12-16,Women - Canada,Women - United States,1,5:13,5,5,0,0,Women - United States,Taylor Heise,Zone Entry,125,2,Carried,,,,Jocelyne Larocque,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-40.5,0,0
2023-12-16,Women - Canada,Women - United States,1,4:37,5,5,0,0,Women - United States,Alex Carpenter,Zone Entry,124,1,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,1,3:50,5,5,0,0,Women - Canada,Blayre Turnbull,Zone Entry,126,62,Dumped,,,,Rory Guilday,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,19.5,0,0
2023-12-16,Women - Canada,Women - United States,1,2:46,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,125,76,Carried,,,,Nicole Gosling,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,33.5,0,0
2023-12-16,Women - Canada,Women - United States,1,2:31,5,5,0,0,Women - United States,Kelly Pannek,Zone Entry,124,12,Carried,,,,Jamie Bourbonnais,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,-30.5,0,0
2023-12-16,Women - Canada,Women - United States,1,1:28,5,5,0,0,Women - United States,Kirsten Simms,Zone Entry,124,6,Carried,,,,Ella Shelton,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-36.5,0,0
2023-12-16,Women - Canada,Women - United States,1,1:22,5,5,0,0,Women - Canada,Marie-Philip Poulin,Zone Entry,126,17,Dumped,,,,Megan Keller,,,True,False,True,F,True,Dumped,2023-12-16,True,False,False,-25.5,0,0
2023-12-16,Women - Canada,Women - United States,1,1:00,5,5,0,0,Women - United States,Megan Keller,Zone Entry,125,6,Carried,,,,Ashton Bell,,,False,True,False,D,False,Carried,2023-12-16,False,False,True,-36.5,0,0
2023-12-16,Women - Canada,Women - United States,1,0:50,5,5,0,0,Women - Canada,Brianne Jenner,Zone Entry,126,3,Carried,,,,Megan Keller,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,-39.5,0,0
2023-12-16,Women - Canada,Women - United States,1,0:24,5,5,0,0,Women - Canada,Renata Fast,Zone Entry,126,75,Played,,,,Cayla Barnes,,,True,False,False,D,False,Played,2023-12-16,False,True,False,32.5,0,0
2023-12-16,Women - Canada,Women - United States,1,0:13,5,5,0,0,Women - United States,Abbey Murphy,Zone Entry,124,72,Carried,,,,Ashton Bell,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,29.5,0,0
2023-12-16,Women - Canada,Women - United States,2,19:57,5,5,0,0,Women - Canada,Renata Fast,Zone Entry,125,82,Dumped,,,,Megan Keller,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,39.5,0,0
2023-12-16,Women - Canada,Women - United States,2,19:35,5,5,0,0,Women - Canada,Jocelyne Larocque,Zone Entry,124,27,Dumped,,,,Haley Winn,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,-15.5,0,0
2023-12-16,Women - Canada,Women - United States,2,19:27,5,5,0,0,Women - United States,Kirsten Simms,Zone Entry,125,75,Played,,,,Jocelyne Larocque,,,False,True,True,F,True,Played,2023-12-16,False,True,False,32.5,0,0
2023-12-16,Women - Canada,Women - United States,2,19:02,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,124,14,Carried,,,,Caroline Harvey,,,True,False,False,F,True,Carried,2023-12-16,False,False,True,-28.5,0,0
2023-12-16,Women - Canada,Women - United States,2,18:55,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,125,69,Played,,,,Ella Shelton,,,False,True,False,F,True,Played,2023-12-16,False,True,False,26.5,0,0
2023-12-16,Women - Canada,Women - United States,2,18:44,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,125,64,Carried,,,,Cayla Barnes,,,True,False,False,F,True,Carried,2023-12-16,False,False,True,21.5,0,0
2023-12-16,Women - Canada,Women - United States,2,18:20,5,5,0,0,Women - United States,Britta Curl,Zone Entry,125,68,Played,,,,Ella Shelton,,,False,True,False,F,True,Played,2023-12-16,False,True,False,25.5,0,0
2023-12-16,Women - Canada,Women - United States,2,17:51,5,5,0,0,Women - United States,Britta Curl,Zone Entry,126,46,Carried,,,,Ashton Bell,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,3.5,0,0
2023-12-16,Women - Canada,Women - United States,2,17:15,5,5,0,0,Women - Canada,Jamie Bourbonnais,Zone Entry,125,1,Dumped,,,,Megan Keller,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,2,16:33,4,5,0,0,Women - United States,Taylor Heise,Zone Entry,125,57,Carried,,,,Jocelyne Larocque,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,14.5,1,0
2023-12-16,Women - Canada,Women - United States,2,16:15,4,5,0,0,Women - United States,Taylor Heise,Zone Entry,125,2,Carried,,,,Renata Fast,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,-40.5,1,0
2023-12-16,Women - Canada,Women - United States,2,15:24,4,5,0,0,Women - United States,Hannah Bilka,Zone Entry,126,77,Played,,,,Renata Fast,,,False,True,False,F,True,Played,2023-12-16,False,True,False,34.5,1,0
2023-12-16,Women - Canada,Women - United States,2,14:53,4,5,0,0,Women - United States,Hilary Knight,Zone Entry,126,16,Played,,,,Ashton Bell,,,False,True,False,F,True,Played,2023-12-16,False,True,False,-26.5,1,0
2023-12-16,Women - Canada,Women - United States,2,14:20,5,5,0,0,Women - Canada,Brianne Jenner,Zone Entry,125,6,Dumped,,,,Savannah Harmon,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,-36.5,0,0
2023-12-16,Women - Canada,Women - United States,2,14:10,5,5,0,0,Women - United States,Lacey Eden,Zone Entry,125,5,Carried,,,,Jocelyne Larocque,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-37.5,0,0
2023-12-16,Women - Canada,Women - United States,2,13:50,5,5,0,0,Women - Canada,Blayre Turnbull,Zone Entry,125,47,Dumped,,,,Megan Keller,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,4.5,0,0
2023-12-16,Women - Canada,Women - United States,2,13:41,5,5,0,0,Women - United States,Britta Curl,Zone Entry,124,1,Played,,,,Jamie Bourbonnais,,,False,True,True,F,True,Played,2023-12-16,False,True,False,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,2,12:52,5,5,0,0,Women - Canada,Ashton Bell,Zone Entry,125,40,Dumped,,,,Haley Winn,,,True,False,True,D,False,Dumped,2023-12-16,True,False,False,-2.5,0,0
2023-12-16,Women - Canada,Women - United States,2,12:26,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,124,82,Carried,,,,Haley Winn,,,True,False,False,F,True,Carried,2023-12-16,False,False,True,39.5,0,0
2023-12-16,Women - Canada,Women - United States,2,11:46,5,4,0,0,Women - United States,Kelly Pannek,Zone Entry,125,80,Carried,,,,Jocelyne Larocque,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,37.5,0,1
2023-12-16,Women - Canada,Women - United States,2,11:30,5,4,0,1,Women - Canada,Sarah Nurse,Zone Entry,125,64,Played,,,,Rory Guilday,,,True,False,False,F,True,Played,2023-12-16,False,True,False,21.5,0,1
2023-12-16,Women - Canada,Women - United States,2,10:53,5,4,0,1,Women - Canada,Loren Gabel,Zone Entry,125,74,Carried,,,,Megan Keller,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,31.5,0,1
2023-12-16,Women - Canada,Women - United States,2,10:38,5,4,0,1,Women - Canada,Anne Cherkowski,Zone Entry,125,0,Dumped,,,,Megan Keller,,,True,False,True,F,True,Dumped,2023-12-16,True,False,False,-42.5,0,1
2023-12-16,Women - Canada,Women - United States,2,10:04,5,5,0,1,Women - United States,Hayley Scamurra,Zone Entry,125,2,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,-40.5,0,0
2023-12-16,Women - Canada,Women - United States,2,8:53,5,5,0,1,Women - Canada,Ella Shelton,Zone Entry,124,34,Dumped,,,,Megan Keller,,,True,False,False,D,False,Dumped,2023-12-16,True,False,False,-8.5,0,0
2023-12-16,Women - Canada,Women - United States,2,8:04,5,4,0,1,Women - Canada,Marie-Philip Poulin,Zone Entry,125,74,Carried,,,,Rory Guilday,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,31.5,0,1
2023-12-16,Women - Canada,Women - United States,2,7:06,5,4,0,1,Women - Canada,Ella Shelton,Zone Entry,124,80,Carried,,,,Cayla Barnes,,,True,False,True,D,False,Carried,2023-12-16,False,False,True,37.5,0,1
2023-12-16,Women - Canada,Women - United States,2,6:35,5,5,0,1,Women - United States,Tessa Janecke,Zone Entry,126,83,Dumped,,,,Ella Shelton,,,False,True,True,F,True,Dumped,2023-12-16,True,False,False,40.5,0,0
2023-12-16,Women - Canada,Women - United States,2,5:47,5,5,0,1,Women - United States,Abby Roque,Zone Entry,126,18,Carried,,,,Renata Fast,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-24.5,0,0
2023-12-16,Women - Canada,Women - United States,2,5:23,5,5,0,1,Women - United States,Abbey Murphy,Zone Entry,125,78,Dumped,,,,Nicole Gosling,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,35.5,0,0
2023-12-16,Women - Canada,Women - United States,2,5:09,5,5,0,1,Women - United States,Alex Carpenter,Zone Entry,125,2,Dumped,,,,Jamie Bourbonnais,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,-40.5,0,0
2023-12-16,Women - Canada,Women - United States,2,4:51,5,5,0,1,Women - Canada,Danielle Serdachny,Zone Entry,125,83,Carried,,,,Megan Keller,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,40.5,0,0
2023-12-16,Women - Canada,Women - United States,2,4:20,5,5,0,1,Women - United States,Rory Guilday,Zone Entry,126,2,Dumped,,,,Jamie Bourbonnais,,,False,True,False,D,False,Dumped,2023-12-16,True,False,False,-40.5,0,0
2023-12-16,Women - Canada,Women - United States,2,4:04,5,5,0,1,Women - Canada,Emily Clark,Zone Entry,124,83,Played,,,,Cayla Barnes,,,True,False,False,F,True,Played,2023-12-16,False,True,False,40.5,0,0
2023-12-16,Women - Canada,Women - United States,2,3:36,5,5,0,1,Women - United States,Abby Roque,Zone Entry,125,5,Carried,,,,Ella Shelton,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,-37.5,0,0
2023-12-16,Women - Canada,Women - United States,2,3:10,5,5,0,1,Women - Canada,Sarah Nurse,Zone Entry,124,76,Carried,,,,Haley Winn,,,True,False,False,F,True,Carried,2023-12-16,False,False,True,33.5,0,0
2023-12-16,Women - Canada,Women - United States,2,2:12,5,5,0,1,Women - United States,Rory Guilday,Zone Entry,125,66,Played,,,,Nicole Gosling,,,False,True,True,D,False,Played,2023-12-16,False,True,False,23.5,0,0
2023-12-16,Women - Canada,Women - United States,2,1:32,5,5,0,1,Women - Canada,Emma Maltais,Zone Entry,125,56,Dumped,,,,Rory Guilday,,,True,False,False,F,True,Dumped,2023-12-16,True,False,False,13.5,0,0
2023-12-16,Women - Canada,Women - United States,2,1:21,5,5,0,1,Women - United States,Taylor Heise,Zone Entry,125,4,Carried,,,,Renata Fast,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-38.5,0,0
2023-12-16,Women - Canada,Women - United States,2,1:06,5,5,0,1,Women - United States,Alex Carpenter,Zone Entry,125,73,Dumped,,,,Jocelyne Larocque,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,30.5,0,0
2023-12-16,Women - Canada,Women - United States,2,0:53,5,5,0,1,Women - Canada,Kristin O'Neill,Zone Entry,124,1,Played,,,,Savannah Harmon,,,True,False,False,F,True,Played,2023-12-16,False,True,False,-41.5,0,0
2023-12-16,Women - Canada,Women - United States,2,0:43,5,5,0,1,Women - United States,Britta Curl,Zone Entry,126,84,Dumped,,,,Jocelyne Larocque,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,41.5,0,0
2023-12-16,Women - Canada,Women - United States,2,0:32,5,5,0,1,Women - Canada,Renata Fast,Zone Entry,124,47,Carried,,,,Haley Winn,,,True,False,False,D,False,Carried,2023-12-16,False,False,True,4.5,0,0
2023-12-16,Women - Canada,Women - United States,2,0:20,5,5,0,1,Women - Canada,Jocelyne Larocque,Zone Entry,125,83,Dumped,,,,Haley Winn,,,True,False,True,D,False,Dumped,2023-12-16,True,False,False,40.5,0,0
2023-12-16,Women - Canada,Women - United States,3,19:57,5,5,0,1,Women - United States,Megan Keller,Zone Entry,125,0,Dumped,,,,Renata Fast,,,False,True,True,D,False,Dumped,2023-12-16,True,False,False,-42.5,0,0
2023-12-16,Women - Canada,Women - United States,3,19:33,5,5,0,1,Women - Canada,Blayre Turnbull,Zone Entry,126,79,Carried,,,,Haley Winn,,,True,False,True,F,True,Carried,2023-12-16,False,False,True,36.5,0,0
2023-12-16,Women - Canada,Women - United States,3,19:03,5,5,0,1,Women - United States,Hilary Knight,Zone Entry,125,2,Carried,,,,Ella Shelton,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,-40.5,0,0
2023-12-16,Women - Canada,Women - United States,3,18:46,5,5,0,1,Women - United States,Hilary Knight,Zone Entry,125,81,Carried,,,,Nicole Gosling,,,False,True,False,F,True,Carried,2023-12-16,False,False,True,38.5,0,0
2023-12-16,Women - Canada,Women - United States,3,18:21,5,5,0,1,Women - United States,Abbey Murphy,Zone Entry,125,0,Carried,,,,Renata Fast,,,False,True,True,F,True,Carried,2023-12-16,False,False,True,-42.5,0,0
2023-12-16,Women - Canada,Women - United States,3,18:07,5,5,0,1,Women - United States,Alex Carpenter,Zone Entry,125,63,Dumped,,,,Jocelyne Larocque,,,False,True,False,F,True,Dumped,2023-12-16,True,False,False,20.5,0,0
